1474192294787,68.33,10.55,50.21,ACCURACY_BAD
1474192294882,71.09,12.71,50.21,ACCURACY_BAD
1474192294987,69,12.05,50.03,ACCURACY_BAD
1474192295084,69,11.46,51.89,ACCURACY_BAD
1474192295183,67.61,10.55,50.21,ACCURACY_BAD
1474192295284,66.23,12.53,50.87,ACCURACY_BAD
1474192295384,64.86,13.19,51.05,ACCURACY_BAD
1474192295483,62.75,10.38,52.97,ACCURACY_BAD
1474192295584,57.84,7.55,52.79,ACCURACY_BAD
1474192295685,52.97,2.51,50.45,ACCURACY_BAD
1474192295787,50.15,-1.74,45.53,ACCURACY_BAD
1474192295881,46.02,-4.55,43.13,ACCURACY_BAD
1474192295982,43.91,-6.17,39.05,ACCURACY_BAD
1474192296081,43.91,-6.35,37.55,ACCURACY_BAD
1474192296185,43.2,-5.75,37.79,ACCURACY_BAD
1474192296289,41.81,-7.19,40.13,ACCURACY_BAD
1474192296382,40.43,-12.89,37.61,ACCURACY_BAD
1474192296495,38.34,-15.96,38.04,ACCURACY_BAD
1474192296581,39,-16.44,37.13,ACCURACY_BAD
1474192296692,39,-15.77,35.27,ACCURACY_BAD
1474192296785,37.61,-13.85,33.77,ACCURACY_BAD
1474192296881,39,-14.69,34.2,ACCURACY_BAD
1474192296979,37.61,-12.05,37.2,ACCURACY_BAD
1474192297080,41.81,-11.81,40.79,ACCURACY_BAD
1474192297181,45.29,-11.75,45.11,ACCURACY_BAD
1474192297279,46.68,-7.5,52.13,ACCURACY_BAD
1474192297381,53.69,-8.27,54.71,ACCURACY_BAD
1474192297479,57.84,-7.61,57.05,ACCURACY_BAD
1474192297580,59.27,-5.4,59.21,ACCURACY_BAD
1474192297677,62.75,-3.41,59.87,ACCURACY_BAD
1474192297780,64.13,-3,58.55,ACCURACY_BAD
1474192297884,63.41,-1.5,58.31,ACCURACY_BAD
1474192297980,63.41,-4.38,58.07,ACCURACY_BAD
1474192298076,63.41,-5.4,59.21,ACCURACY_BAD
1474192298179,61.31,-4.38,58.07,ACCURACY_BAD
1474192298276,61.31,-4.55,58.79,ACCURACY_BAD
1474192298377,62.03,-3,58.55,ACCURACY_BAD
1474192298476,60.65,-4.13,57.47,ACCURACY_BAD
1474192298579,62.03,-5.63,57.65,ACCURACY_BAD
1474192298676,61.31,-2.09,60.29,ACCURACY_BAD
1474192298784,63.41,-6.53,58.13,ACCURACY_BAD
1474192298875,62.03,-3.48,57.71,ACCURACY_BAD
1474192298977,62.75,-4.38,58.07,ACCURACY_BAD
1474192299074,60.65,-3.95,56.81,ACCURACY_BAD
1474192299177,60.65,-4.98,57.89,ACCURACY_BAD
1474192299291,62.03,-3.24,57.05,ACCURACY_BAD
1474192299377,62.03,-4.55,56.63,ACCURACY_BAD
1474192299475,62.75,-3.65,58.31,ACCURACY_BAD
1474192299575,62.03,-4.13,57.47,ACCURACY_BAD
1474192299674,62.75,-2.33,58.73,ACCURACY_BAD
1474192299776,63.41,-4.38,58.07,ACCURACY_BAD
1474192299874,60.65,-4.38,58.07,ACCURACY_BAD
1474192299976,61.31,-4.79,57.29,ACCURACY_BAD
1474192300072,62.75,-5.21,58.55,ACCURACY_BAD
1474192300175,62.03,-4.13,57.47,ACCURACY_BAD
1474192300272,55.73,1.25,56.39,ACCURACY_BAD
1474192300374,62.75,-3.95,56.81,ACCURACY_BAD
1474192300482,60.65,-4.79,57.29,ACCURACY_BAD
1474192300574,61.31,-3.65,58.31,ACCURACY_BAD
1474192300694,60.65,-4.13,57.47,ACCURACY_BAD
1474192300775,59.93,-4.38,58.07,ACCURACY_BAD
1474192300875,60.65,-4.13,57.47,ACCURACY_BAD
1474192300973,58.55,-4.79,57.29,ACCURACY_BAD
1474192301070,59.93,-3.48,57.71,ACCURACY_BAD
1474192301173,61.31,-3.24,57.05,ACCURACY_BAD
1474192301272,59.93,-5.46,57.05,ACCURACY_BAD
1474192301373,59.27,-4.79,57.29,ACCURACY_BAD
1474192301473,59.93,-4.13,57.47,ACCURACY_BAD
1474192301574,59.27,-4.38,58.07,ACCURACY_BAD
1474192301669,60.65,-3.48,57.71,ACCURACY_BAD
1474192301771,59.93,-3.65,58.31,ACCURACY_BAD
1474192301881,61.31,-3.48,57.71,ACCURACY_BAD
1474192301970,57.18,-5.27,56.39,ACCURACY_BAD
1474192302070,59.27,-5.87,56.21,ACCURACY_BAD
1474192302170,59.93,-1.25,57.71,ACCURACY_BAD
1474192302270,59.93,-4.55,56.63,ACCURACY_BAD
1474192302370,61.31,-3.48,57.71,ACCURACY_BAD
1474192302469,58.55,-2.33,58.73,ACCURACY_BAD
1474192302570,59.93,-3.24,57.05,ACCURACY_BAD
1474192302667,59.27,-4.55,56.63,ACCURACY_BAD
1474192302769,59.27,-4.38,58.07,ACCURACY_BAD
1474192302866,59.27,-3.48,57.71,ACCURACY_BAD
1474192302966,59.93,-3.48,57.71,ACCURACY_BAD
1474192303073,59.93,-4.79,57.29,ACCURACY_BAD
1474192303168,60.65,-4.38,58.07,ACCURACY_BAD
1474192303267,59.27,-3.53,55.55,ACCURACY_BAD
1474192303366,59.93,-5.46,57.05,ACCURACY_BAD
1474192303467,60.65,-3.24,57.05,ACCURACY_BAD
1474192303568,60.65,-2.33,58.73,ACCURACY_BAD
1474192303667,59.93,-5.46,57.05,ACCURACY_BAD
1474192303768,59.27,-3.65,58.31,ACCURACY_BAD
1474192303864,59.93,-4.79,57.29,ACCURACY_BAD
1474192303966,59.93,-3.24,57.05,ACCURACY_BAD
1474192304065,60.65,-3.48,57.71,ACCURACY_BAD
1474192304167,61.31,-3.65,58.31,ACCURACY_BAD
1474192304277,59.93,-2.15,58.13,ACCURACY_BAD
1474192304367,59.93,-4.55,58.79,ACCURACY_BAD
1474192304466,59.93,-6.29,57.47,ACCURACY_BAD
1474192304567,59.93,-3.48,57.71,ACCURACY_BAD
1474192304665,59.93,-3.29,54.89,ACCURACY_BAD
